"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"615898472345001984","https://twitter.com/nandaka_furari/status/615898472345001984",".@nekoguruma さんの「日本の鉄道・不燃化への挑戦」をお気に入りにしました。 http://t.co/12z0uQbFGe","2015-06-30 15:03 +0000","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"615897333356564480","https://twitter.com/nandaka_furari/status/615897333356564480","パソコンでいろいろ作業しようとして結局twitterでだらだらしていて何もしなかったのも、きっと若さ…","2015-06-30 14:59 +0000","36.0","1.0","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"615896466406506496","https://twitter.com/nandaka_furari/status/615896466406506496","https://t.co/pCJFCpAhRN
911は事故としてカウントされているということ？だったら不条理極まりない気が…そんなもんなのかなぁ。","2015-06-30 14:55 +0000","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"615892857891622914","https://twitter.com/nandaka_furari/status/615892857891622914","でも自殺って言えるのか…こういうの社会に対する破壊衝動があってその中に自分も含まれている、って感じなのかな…？自殺的他殺…？（しかしもちろんテロではない）","2015-06-30 14:41 +0000","34.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"615890812170178560","https://twitter.com/nandaka_furari/status/615890812170178560","明日は生産的なTWできたらなぁ…","2015-06-30 14:33 +0000","38.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"615889610699214848","https://twitter.com/nandaka_furari/status/615889610699214848","https://t.co/b2aGrvX0Wz
あーなんだろ。テロとかなんとかじゃなくて、でも今日みたいに普通の自殺じゃないの、巻き込み自殺とか他殺的自殺とかあまりひねらずなるべく状態を誤解少なく伝えられる言葉があったら変なツイート見ずに済んだのかな。
妄想見せつけられるの嫌。","2015-06-30 14:28 +0000","46.0","1.0","0.021739130434782608","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"615887586888826880","https://twitter.com/nandaka_furari/status/615887586888826880","面倒そうなのはRTに限る","2015-06-30 14:20 +0000","43.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"615886292090421248","https://twitter.com/nandaka_furari/status/615886292090421248","https://t.co/b23m6O1qr8
素人目で見ても新幹線車両と地下鉄の車両って比べられるもんなの？って思うんだけど…。まあでも鉄道詳しくないし、うかつなこと言って鉄道クラスタにボコボコにされるの怖いから…この件は静かにしておこう。","2015-06-30 14:15 +0000","187.0","2.0","0.0106951871657754","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"615868375449731072","https://twitter.com/nandaka_furari/status/615868375449731072","ていうか、安全神話とかなんとか使わず普通に「新幹線内で焼身自殺か？」って書きゃいいじゃん。なんで安全神話を使わなきゃいけない前提で話してるんだろ。","2015-06-30 13:03 +0000","213.0","1.0","0.004694835680751174","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"615862265653301248","https://twitter.com/nandaka_furari/status/615862265653301248","https://t.co/XnnUB3rpW6
某紙って産経だよね。
https://t.co/HOcSpinxZQ
安全神話とかなんとか言ってるの色んなマスコミって話だったと思うけど。なんで産経限定なんだろ。擁護するならマスコミまとめて擁護すればいいのに。","2015-06-30 12:39 +0000","545.0","52.0","0.09541284403669725","3.0","1.0","0.0","0.0","42.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
