"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォロー中","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォロー中","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"814455484992266240","https://twitter.com/nandaka_furari/status/814455484992266240","@nandaka_furari 始めたときはfacebookは書くネタに困ってたけど、今はNewsPicksがあるしそんなには不自由しない。ていうかせっかく金払ってるんだし活用しなきゃなー。","2016-12-29 12:58 +0000","148.0","12.0","0.08108108108108109","0.0","0.0","0.0","0.0","0.0","0.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814454646831910912","https://twitter.com/nandaka_furari/status/814454646831910912","@nandaka_furari 振り返ってみれば良し悪しはあったんだろうけど、来年もこのままで行けるか？となるとなんかもう無理かなーと。「つらい」みたいなツイートしていいねもらってる光景とか見るのももううんざりかなーとか。俺にはほぼなんもないのに。（自業自得なとこはあるけど）","2016-12-29 12:54 +0000","140.0","2.0","0.014285714285714285","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814453805760659456","https://twitter.com/nandaka_furari/status/814453805760659456","@nandaka_furari 始めたときはまだ色々と余裕はあった方だけど、もう5年やってて当時あった余裕なんてもうずいぶん消え去ってしまったから、さすがに危機感がある。そのかわりいろいろ活動してたおかげで、やる気になればリアルを充実させる力は身に着けたとは思うけど。","2016-12-29 12:51 +0000","129.0","1.0","0.007751937984496124","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814452857134981120","https://twitter.com/nandaka_furari/status/814452857134981120","@nandaka_furari 最初の選択ちょっと間違えちゃったかなーというはあるね。当時はツイッターは検索とか情報収集に使えてたけど。けどノイズも多いし時間とお金に余裕のある人が使うSNSだったんだろうね。","2016-12-29 12:47 +0000","125.0","1.0","0.008","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814451451548209152","https://twitter.com/nandaka_furari/status/814451451548209152","@nandaka_furari ていうかさー、俺気づいちゃったんだよね。ツイッターはリア充向けSNSで非リア充がリア充を目指すのには向いてないって。結婚してるとか彼氏彼女持ちとかリアルにいなくても二次元にはいるとか。俺には何次元のものでも何もないよ？","2016-12-29 12:42 +0000","132.0","1.0","0.007575757575757576","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814441993648472064","https://twitter.com/nandaka_furari/status/814441993648472064","@nandaka_furari twitterは検索がアレになってしまった以上そう未練があるわけでもないし。","2016-12-29 12:04 +0000","147.0","1.0","0.006802721088435374","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814441795153055745","https://twitter.com/nandaka_furari/status/814441795153055745","来年は本気で収入増を狙わないと、そうそうチャンスがあるわけでも猶予があるわけでもないし、ツイッターしてる暇ないんだよな。やはり時代はfacebook。リア充を目指すならfacebook。前途多難なTwitter社と心中するのはごめんこうむりたい。","2016-12-29 12:03 +0000","422.0","4.0","0.009478672985781991","0.0","1.0","0.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814432239442198528","https://twitter.com/nandaka_furari/status/814432239442198528","注　はちま
【鉄P】ねとらぼがはちま起稿を親の仇のように叩き続けるたったひとつの理由
https://t.co/FMnI5oY2qC
ふむふむ。LINE社から出た事が特に叩かれる原因の一つかと思っているのだがそういうことは書いてないな。","2016-12-29 11:25 +0000","428.0","4.0","0.009345794392523364","0.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814406684311363584","https://twitter.com/nandaka_furari/status/814406684311363584","@5b0a29db23dd47f @ishiitakaaki 韓国の方も近寄ってもらっても困るでしょ。","2016-12-29 09:44 +0000","98.0","2.0","0.02040816326530612","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814404278848614400","https://twitter.com/nandaka_furari/status/814404278848614400","崔順実が外交にどう関わっていたかでガラッと情勢が変わってくるだろうな。朴政権は初めの方は「反日」的な態度だったけど、それが崔順実の影響だったとしたらこの世論も変わる。なんとなくそれはあったと思っているけど。
https://t.co/Ov3sea9ILc","2016-12-29 09:34 +0000","344.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814394212665827329","https://twitter.com/nandaka_furari/status/814394212665827329","俺もこのやり取りに参加すべきか否か。（疲れてるからやめとこう） https://t.co/mcDS1RjCvF","2016-12-29 08:54 +0000","336.0","3.0","0.008928571428571428","0.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814122201351753728","https://twitter.com/nandaka_furari/status/814122201351753728","俺としては痛いニュースに火の手が迫っていく展開を希望しているが（はちまとかは個人的にはどうでもいい）…まあいいや寝よう。","2016-12-28 14:53 +0000","335.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814119979909951488","https://twitter.com/nandaka_furari/status/814119979909951488","なんだよこの流れ…（いいぞもっとやれ）
https://t.co/9hTtooEXmM","2016-12-28 14:45 +0000","319.0","2.0","0.006269592476489028","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814101051166969856","https://twitter.com/nandaka_furari/status/814101051166969856","@nandaka_furari 単なる記憶違いか？あまり変わってないのか？","2016-12-28 13:29 +0000","61.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814085892558057472","https://twitter.com/nandaka_furari/status/814085892558057472","@nandaka_furari いつも開発バージョンのようなものだし、色々コロコロ変わるもんだと言えばそうなのだろうけど。","2016-12-28 12:29 +0000","66.0","1.0","0.015151515151515152","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814085331595051008","https://twitter.com/nandaka_furari/status/814085331595051008","Wesnothの公式キャンペーンって結構ストーリー上のセリフとかが変わったりしてるけど、以前のバージョンに簡単に切り替えとかできないのかな。違いが分からないと色々不便なんだけど、GitHubのソースでも見て確認するしかないのかな。","2016-12-28 12:27 +0000","338.0","1.0","0.0029585798816568047","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814055457207697408","https://twitter.com/nandaka_furari/status/814055457207697408","電通の社長が辞めるらしい？","2016-12-28 10:28 +0000","217.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814048280392777728","https://twitter.com/nandaka_furari/status/814048280392777728","米Yahooも何か雲行きが怪しいし、Twitterも前途多難。IT企業冬の時代の到来を感じる。","2016-12-28 10:00 +0000","58.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814047493344272384","https://twitter.com/nandaka_furari/status/814047493344272384","どこが社会問題なんだよ感がだんだん強くなってきた気がするが…。 https://t.co/0lLKtAnZxt","2016-12-28 09:57 +0000","41.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814047239760846849","https://twitter.com/nandaka_furari/status/814047239760846849","#ファンタジー社会問題 #Wesnoth
Darken Volk「今度の敵は今までのオークとは一味違う。その凶暴さはオークの間でも飢えた狼だと言われる。さあ、どうする……」
Marlin Keshar「……そのまま餓死させます……」
（終わり）","2016-12-28 09:56 +0000","628.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814012492850425856","https://twitter.com/nandaka_furari/status/814012492850425856","LINEじゃなくなってたのか。","2016-12-28 07:37 +0000","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813773888999997446","https://twitter.com/nandaka_furari/status/813773888999997446","さて、寝る。","2016-12-27 15:49 +0000","44.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813773845836414977","https://twitter.com/nandaka_furari/status/813773845836414977","この結果は一体どういうこと…。 https://t.co/X6jCWknuwX","2016-12-27 15:49 +0000","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813751426656727040","https://twitter.com/nandaka_furari/status/813751426656727040","Scalaの本を3冊買ったけど読んでない俺はアレなので説得力あるな…。","2016-12-27 14:20 +0000","49.0","1.0","0.02040816326530612","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813747927550017536","https://twitter.com/nandaka_furari/status/813747927550017536","震災のガレキにアスベストが含まれている、という問題があったの知ってたけど、それほど話題にならなかった（と俺は思っているけど）のは放射能がどうとかで埋もれてしまった部分はあるかも。","2016-12-27 14:06 +0000","58.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813745824093982722","https://twitter.com/nandaka_furari/status/813745824093982722","@cochonrouge なるほどアスベストですか。私は知らなかったですが言われてみればそのような問題はあったかもしれません。","2016-12-27 13:58 +0000","80.0","2.0","0.025","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813742197916909572","https://twitter.com/nandaka_furari/status/813742197916909572","@cochonrouge がれきに反対していたのはオノデキタとか単なるデマ屋たちで、とても環境保護系の人たちとは言えないような人たちだったと思います。","2016-12-27 13:43 +0000","220.0","36.0","0.16363636363636364","0.0","0.0","0.0","5.0","0.0","0.0","31.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813727024661426176","https://twitter.com/nandaka_furari/status/813727024661426176","netgeekってサイゾー系列ではないんだっけ？あそこらへん何がどうなってんのかようわからんな。","2016-12-27 12:43 +0000","59.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813725438488891393","https://twitter.com/nandaka_furari/status/813725438488891393","object要素ってドメインまたぎ可能なのか。iframeも可能だったっけ？何がドメインまたぎダメなのかよくわからんな。JSの話だったかな。","2016-12-27 12:37 +0000","50.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813723498593951744","https://twitter.com/nandaka_furari/status/813723498593951744","ゲームする余裕がなくなってきている、というかもともとなかったのを無理にしていたのが無理がきかなくなった状態か。","2016-12-27 12:29 +0000","43.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813721141894230017","https://twitter.com/nandaka_furari/status/813721141894230017","@dogu_fm 日時は月単位ではなく日にちを一つ一つ上げていく感じがいいでしょうか？余裕のある時期（もうすぐ年末休みなのでそういう期間とか）に応えていくことになると思います。","2016-12-27 12:20 +0000","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813704061618794496","https://twitter.com/nandaka_furari/status/813704061618794496","すっかり忘れていたけど、一年経ったし何か言った方がいいかな。 https://t.co/xzCfTsqAtr","2016-12-27 11:12 +0000","41.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813655331624493056","https://twitter.com/nandaka_furari/status/813655331624493056","やはり物理的にブラックホールになろうとしているのか…。 https://t.co/n2BpzdxSjI","2016-12-27 07:58 +0000","36.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813406012535250944","https://twitter.com/nandaka_furari/status/813406012535250944","朝をありがとう / ASKA   
https://t.co/K8S8X2Dhyl
明日起きたらまた聞いてみよう。","2016-12-26 15:28 +0000","71.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813377960304459778","https://twitter.com/nandaka_furari/status/813377960304459778","XMLの第一人者Tim Bray氏「URLに#!入れるな」
https://t.co/Z98ovGwbIv","2016-12-26 13:36 +0000","41.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813377101189369857","https://twitter.com/nandaka_furari/status/813377101189369857","xsl:chooseを連発するのは嫌なんだけどまあ仕方ないか。","2016-12-26 13:33 +0000","44.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813351710613651456","https://twitter.com/nandaka_furari/status/813351710613651456","高収入。高収入とは。","2016-12-26 11:52 +0000","42.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813347602397700097","https://twitter.com/nandaka_furari/status/813347602397700097","これやったとしても「だって日本は2ちゃんが許されてるじゃないっすかw何を今さらw」て返されるだけやと思う。2ちゃんもろともぶん殴らないと効果ない気がする。 https://t.co/OKNivD26El","2016-12-26 11:35 +0000","48.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813342599855546368","https://twitter.com/nandaka_furari/status/813342599855546368","それでも考えてるけど。あれとあれと組み合わせてネットでアピールとか。効果は疑問だけど。","2016-12-26 11:16 +0000","41.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813342031850311681","https://twitter.com/nandaka_furari/status/813342031850311681","そもそも転職先…。会社を変えたとして…。","2016-12-26 11:13 +0000","40.0","3.0","0.075","0.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813340436504846336","https://twitter.com/nandaka_furari/status/813340436504846336","転職…天職…ten shock。","2016-12-26 11:07 +0000","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813040221331881984","https://twitter.com/nandaka_furari/status/813040221331881984","まとめを更新しました。16個目のネタ。割と続いているな。「自作のWesnothと絡めたファンタジー社会問題ネタのまとめ」 https://t.co/6dYD69H5up","2016-12-25 15:14 +0000","100.0","1.0","0.01","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813018929907961856","https://twitter.com/nandaka_furari/status/813018929907961856","variableの中にテンプレートを書く方法だと色々問題があったので名前付きtemplateの中に書いてcall-templateで呼び出す方法で行ってみる。
https://t.co/EKwJwyYj51
デフォルトの共通ファイルを疑似的に呼び出せるかは今のとこ分からない。","2016-12-25 13:49 +0000","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813008558371454976","https://twitter.com/nandaka_furari/status/813008558371454976","@KimihiroSuzuki 本人がブログに歌詞を公開されています。 https://t.co/lQw0MMcmiO","2016-12-25 13:08 +0000","38.0","3.0","0.07894736842105263","0.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812945264499531778","https://twitter.com/nandaka_furari/status/812945264499531778","@nandaka_furari そういえば歌詞の中にタクシードライバーが出てくるんだけどタイムリーだなーと。当然狙ったわけではないだろうけど、なぜかドキッとする。","2016-12-25 08:57 +0000","26.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812934679032516608","https://twitter.com/nandaka_furari/status/812934679032516608","ASKA FUKUOKA
https://t.co/VRPpqVSN2H
もしかして「あぁ…」みたいな感じなのかと思ったが、普通に聴かせる曲だった。じんわりする…。","2016-12-25 08:15 +0000","134.0","5.0","0.03731343283582089","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812689536497004545","https://twitter.com/nandaka_furari/status/812689536497004545","あ
まあいっか。寝よう。","2016-12-24 16:00 +0000","59.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812687412686008320","https://twitter.com/nandaka_furari/status/812687412686008320","もうクリスマスか…といってもまあ今日は休日だけど基本祝日でもないのでこれといって特にないな。ぼっちでさみしい、とかも特にない。日本だとほとんどの人が特に関係ないイベントだと思っているので。","2016-12-24 15:52 +0000","66.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812685857249312769","https://twitter.com/nandaka_furari/status/812685857249312769","あまりファンタジー社会問題っぽくないけど…まあいいや。","2016-12-24 15:46 +0000","77.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812685731734786049","https://twitter.com/nandaka_furari/status/812685731734786049","ちょっとミスったけどまあいいや。","2016-12-24 15:45 +0000","61.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812685669323526145","https://twitter.com/nandaka_furari/status/812685669323526145","（続き）
そして時は過ぎ…
（終わり）","2016-12-24 15:45 +0000","77.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812685604966174720","https://twitter.com/nandaka_furari/status/812685604966174720","（続き）
Darken「そう、喋らずともその存在だけで語りかける男…そうなることが私の理想だ。」
Marlin「私は骨のある男になりたいですね！」
（続く）","2016-12-24 15:45 +0000","92.0","1.0","0.010869565217391304","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812685529170907140","https://twitter.com/nandaka_furari/status/812685529170907140","（続き）
D「中身のない余分なことをペラペラしゃべる男が多い。」
M「確かに強固な信念を持っているのか分からない者が多いです。」
D「うむ。しかし、お前には、芯があるものを感じる…」
M「そうですか。あなたは寡黙でも要点をしっかり伝えてきます。」
（続く）","2016-12-24 15:45 +0000","64.0","1.0","0.015625","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812685257447067648","https://twitter.com/nandaka_furari/status/812685257447067648","#ファンタジー社会問題 #Wesnoth
Darken Volk（以下D）「近頃よく思うのだが、近年は軟弱な男が多い。」
Marlin Keshar（以下）「というと？」
（続く）","2016-12-24 15:43 +0000","736.0","5.0","0.006793478260869565","0.0","1.0","0.0","1.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812626736043073536","https://twitter.com/nandaka_furari/status/812626736043073536","チュパカブラ…ロマンがあるなー。","2016-12-24 11:51 +0000","186.0","1.0","0.005376344086021506","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812624814003265536","https://twitter.com/nandaka_furari/status/812624814003265536","Firefoxは頭の中ではときどきフィレフォックスと発音している。","2016-12-24 11:43 +0000","55.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812624533794353152","https://twitter.com/nandaka_furari/status/812624533794353152","XSLTは各UAでばらばらなのがどうにも不便だけど、Firefoxを標準にすることにしよう。","2016-12-24 11:42 +0000","55.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812607671140421632","https://twitter.com/nandaka_furari/status/812607671140421632","作者本人が別アカで反応してるってことでいいのかな…。
https://t.co/n0OAN5Dz5u","2016-12-24 10:35 +0000","44.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812299655102894081","https://twitter.com/nandaka_furari/status/812299655102894081","そういえばこんなこともしてたな。
https://t.co/1AmQwHrJeJ
今にして思えばもっと落ち着いてコメントすればよかったが…。","2016-12-23 14:11 +0000","42.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812298418555002880","https://twitter.com/nandaka_furari/status/812298418555002880","2014-08のツイッター
https://t.co/uBlBAtlq2N
https://t.co/y7nmgNpfGa
Mavenのcargoプラグインのことをつぶやいてたっぽいから読み返してるんだけど、あまり有益なことは言ってなかった。","2016-12-23 14:06 +0000","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812279653968687104","https://twitter.com/nandaka_furari/status/812279653968687104","FateGOを取り合えず始めてみて、色々あった質問には全て何言ってんだお前みたいな回答しといた。あれで何か変わったりするんかな。まあそもそも今後もやるかわからんけど。","2016-12-23 12:52 +0000","78.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812256614203854848","https://twitter.com/nandaka_furari/status/812256614203854848","@nandaka_furari 飯塚って筑豊に属するんだっけ？境界がよくわからない。","2016-12-23 11:20 +0000","37.0","1.0","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812256339309174784","https://twitter.com/nandaka_furari/status/812256339309174784","さすが筑豊（偏見）。
https://t.co/LX0Cz5Bnhy","2016-12-23 11:19 +0000","58.0","3.0","0.05172413793103448","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812214454792241157","https://twitter.com/nandaka_furari/status/812214454792241157","鳥の名は https://t.co/zoSKJ6QhWH","2016-12-23 08:33 +0000","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812213322464407552","https://twitter.com/nandaka_furari/status/812213322464407552","コラ画像じゃないのか…。 https://t.co/6vdmhQvMn2","2016-12-23 08:28 +0000","34.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812135484671475712","https://twitter.com/nandaka_furari/status/812135484671475712","天上編にも突撃スキルはあるのか。こっちはキル姫の方だけど。#ファンキル","2016-12-23 03:19 +0000","121.0","1.0","0.008264462809917356","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"811966986162872321","https://twitter.com/nandaka_furari/status/811966986162872321","寝る。","2016-12-22 16:09 +0000","33.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
