"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"858644554802544640","https://twitter.com/nandaka_furari/status/858644554802544640","眠い。早め寝て早めに起きるか。GWだからこそだらけず行動することがライフサイクルをよきものにすることに繋がるはず。","2017-04-30 11:29 +0000","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858634990979956737","https://twitter.com/nandaka_furari/status/858634990979956737","そこそこお金使ったけど、親も喜んでたみたいだし、まあ充実した使い方だったと思う。ここのところもう何年も、今日みたいに日を浴びる景色を見るということがなかったと思うので、少しでも変えられたのでは。","2017-04-30 10:51 +0000","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858628167946219520","https://twitter.com/nandaka_furari/status/858628167946219520","今日はまあ特に体を動かすわけではないお出掛けだったが、まあ楽しめたかな。家でごろごろしてるだけよりは体調めでも良かったんじゃないかな。","2017-04-30 10:24 +0000","26.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858531621963653120","https://twitter.com/nandaka_furari/status/858531621963653120","Googleに異常発生？困るな。","2017-04-30 04:01 +0000","110.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858514746101735427","https://twitter.com/nandaka_furari/status/858514746101735427","今日は26℃あるのか。これなら半袖でもいいかな。","2017-04-30 02:54 +0000","33.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858512013999210496","https://twitter.com/nandaka_furari/status/858512013999210496","今日はおでかけするぜ。天気は良くて良かった。","2017-04-30 02:43 +0000","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858476254147657728","https://twitter.com/nandaka_furari/status/858476254147657728","むくり","2017-04-30 00:21 +0000","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858310133171994624","https://twitter.com/nandaka_furari/status/858310133171994624","Wesnothのアドオンを作りたいんだけど、どうやって作ったらいいのやら。","2017-04-29 13:20 +0000","49.0","3.0","0.061224489795918366","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858280605682810882","https://twitter.com/nandaka_furari/status/858280605682810882","この展開なら王様も無残な目にて感じになるといいかも。で、安全圏にいると思い込んでいる執事、奴隷商人も狂った姫に復讐されて無残な目に、とか。
https://t.co/M3zDYclubt","2017-04-29 11:23 +0000","43.0","1.0","0.023255813953488372","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858260113173381120","https://twitter.com/nandaka_furari/status/858260113173381120","飯どっかに食いにいくか。","2017-04-29 10:02 +0000","26.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858227420096114689","https://twitter.com/nandaka_furari/status/858227420096114689","いやーたまんないな。","2017-04-29 07:52 +0000","44.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858155803596869632","https://twitter.com/nandaka_furari/status/858155803596869632","弾道ミサイルまた射っていたのか。失敗したからという話じゃないよな。前も言ったけど、北朝鮮がイケイケ状態になっているように見える。やはり「危機」ではないか。","2017-04-29 03:07 +0000","129.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"858138689741783040","https://twitter.com/nandaka_furari/status/858138689741783040","途中まで。最後まで読むかはわからん。/【またIT速報か】ちょまどがPaizaを炎上させたとのフェイクニュースについて https://t.co/67O8UP8hD4","2017-04-29 01:59 +0000","206.0","9.0","0.043689320388349516","0.0","0.0","0.0","0.0","7.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857952770606776322","https://twitter.com/nandaka_furari/status/857952770606776322","寝マストドン","2017-04-28 13:40 +0000","78.0","1.0","0.01282051282051282","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857951577201557505","https://twitter.com/nandaka_furari/status/857951577201557505","ていうかそろそろ寝る。今日は寝不足で頭の調子が悪かった。注意散漫だったり。早めに休んで長い休みを堪能する。","2017-04-28 13:36 +0000","43.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857951224741601280","https://twitter.com/nandaka_furari/status/857951224741601280","MVCの発想を取り入れているんでそこらへんツイッターで解説を試みてみるのもいい気がする。まあ、今日はもうやらないけど。","2017-04-28 13:34 +0000","39.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857950339323973632","https://twitter.com/nandaka_furari/status/857950339323973632","何を書くかをツイッターに書いていってそれを整理してまとめるというのも一つの手かなと思う。","2017-04-28 13:31 +0000","44.0","1.0","0.022727272727272728","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857947685927534594","https://twitter.com/nandaka_furari/status/857947685927534594","XSLTのフレームワーク、Qiitaの記事は少しずつ進めているが、なかなか思うように進まない。GW中には上げれたらとは思うけど、体調を管理したいと思うのであまり根詰めてはやらないつもり。","2017-04-28 13:20 +0000","81.0","2.0","0.024691358024691357","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857947287003119616","https://twitter.com/nandaka_furari/status/857947287003119616","GitHubのfilesリポジトリをまた更新するようにした。
https://t.co/fyfPExS7Am","2017-04-28 13:19 +0000","33.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857801859171401728","https://twitter.com/nandaka_furari/status/857801859171401728","あせる必要はない。じっくりいく。","2017-04-28 03:41 +0000","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857801573606473728","https://twitter.com/nandaka_furari/status/857801573606473728","やはり転職するなら今の時期がいいか。労働環境の意識の改善が進んだおかげて気がする。","2017-04-28 03:40 +0000","44.0","2.0","0.045454545454545456","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857560879751090176","https://twitter.com/nandaka_furari/status/857560879751090176","そうなの？","2017-04-27 11:43 +0000","38.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857473208785620993","https://twitter.com/nandaka_furari/status/857473208785620993","ウナギのこと見ててもね。","2017-04-27 05:55 +0000","27.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857440524478824449","https://twitter.com/nandaka_furari/status/857440524478824449","うーん、今後も金の密輸とそれを狙う事件は起きそうだな。ものがものだけに手段としての暴力がエスカレートしていくかも。
https://t.co/LXqp1nd8nX","2017-04-27 03:45 +0000","33.0","1.0","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
