"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"566215311813144577","https://twitter.com/nandaka_furari/status/566215311813144577",".@marlboro1day20 さんの「炎上中の曽野綾子のコラムを「介護職を蔑視してる」という観点から批判してみた」をお気に入りにしました。 http://t.co/9iYtGRUXZY","2015-02-13 12:40 +0000","350.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"560463215931314177","https://twitter.com/nandaka_furari/status/560463215931314177","実は私はアニメ化か…絵柄かえるのかな？
あとできるなら錻力もアニメになると面白いんじゃないかな","2015-01-28 15:43 +0000","379.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"558586591300435969","https://twitter.com/nandaka_furari/status/558586591300435969","@yunishio 状況違いすぎません？","2015-01-23 11:26 +0000","143.0","4.0","0.027972027972027972","0.0","1.0","0.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"558571629962227712","https://twitter.com/nandaka_furari/status/558571629962227712","江戸しぐさ信奉者が広める「朝鮮式お辞儀」というデマについて|ガジェット通信  http://t.co/BfAyWUc5jC @getnewsfeedさんから

もうチョイ詳しい情報ほしいな。実際重なっているのかどうか…？","2015-01-23 10:27 +0000","424.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"558569626037018625","https://twitter.com/nandaka_furari/status/558569626037018625",".@sayokaina さんの「安倍さん、責任を取って人質の身代わりになって下さい！」をお気に入りにしました。

なんというか…まともな批判できないのか http://t.co/ZtZMimv948","2015-01-23 10:19 +0000","478.0","2.0","0.0041841004184100415","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557461433315651584","https://twitter.com/nandaka_furari/status/557461433315651584","人質ね
払うことは無いんだろうけど","2015-01-20 08:55 +0000","384.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557181870681518080","https://twitter.com/nandaka_furari/status/557181870681518080","作った時点では情報量少なすぎで手ごたえ無かった…こんな伸びるとは思わなかった。ただ、話題になっていたっていうことで伸びたんだろうな、と。ちょっと申し訳ない感じもあったり。","2015-01-19 14:24 +0000","358.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557180014987206658","https://twitter.com/nandaka_furari/status/557180014987206658","なんか話題になったので改めてまとめ見たけど…アフィは言語道断としてもコメント欄では番組に対する感想は色々というかの趣旨とは違っていてやっぱりおかしいだろっていう意見は結構あるけど、検証としての価値は提供できたのかなぁなんて
http://t.co/at2zSNSasf","2015-01-19 14:17 +0000","372.0","1.0","0.002688172043010753","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557160077220515842","https://twitter.com/nandaka_furari/status/557160077220515842",".@tikuwa_zero さんの「藤末健三「民主党代表選挙、長妻昭陣営の決起集会。お昼は「勝つカレー」です。#長妻昭を民主党代表に」」をお気に入りにしました。

なんか懐かしいネタが…あれ何年前だったっけ http://t.co/qDpQnfa7oc","2015-01-19 12:58 +0000","535.0","2.0","0.003738317757009346","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"557158362140262400","https://twitter.com/nandaka_furari/status/557158362140262400",".@sayokaina さんのコメント「まとめに入ってない人も含め、釣られた人たちが訂正してるかな？と思って確認してたんだけど、「誤解されるネタばらまきさまくってる民主党の自..」にいいね！しました。 http://t.co/xI76OoJ1gh","2015-01-19 12:51 +0000","355.0","4.0","0.011267605633802818","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
