"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"637638321523458048","https://twitter.com/nandaka_furari/status/637638321523458048","これに対抗してサヨク梁山泊でも造ってみようか。めんどくさそうだけど。 https://t.co/WDO8j5rmDd","2015-08-29 14:49 +0000","83.0","1.0","0.012048192771084338","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"636948774267432960","https://twitter.com/nandaka_furari/status/636948774267432960","確認したら性的なポーズをとっている絵があった、だな。あの絵に関しては擁護できないと思うんだけど。","2015-08-27 17:09 +0000","68.0","1.0","0.014705882352941176","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"636945616057167872","https://twitter.com/nandaka_furari/status/636945616057167872","以前見たときはほんとに性的な面を押し出した絵だった印象を抱いたんだけど、今みるとそうではない…前のと絵が違う気がするが… https://t.co/ZZApSLVZ2X","2015-08-27 16:57 +0000","82.0","3.0","0.036585365853658534","0.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"636923172915253248","https://twitter.com/nandaka_furari/status/636923172915253248","https://t.co/ereXJS64Md
要職についていいかどうかという話なのでそんなに悪い対応には見えないかな…","2015-08-27 15:28 +0000","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"636920491748425728","https://twitter.com/nandaka_furari/status/636920491748425728","https://t.co/wgyr6ycsjg
http://t.co/cRC1iiSkoc
反社会的って意味で言えばこのページこそ当てはまる気がするなー","2015-08-27 15:17 +0000","168.0","2.0","0.011904761904761904","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"636914389174513664","https://twitter.com/nandaka_furari/status/636914389174513664",".@momota_25 さんの「Jin「オレ的のurlがツイッターにスパム認定されたなうwwwwww」 に対する無慈悲なリプライまとめ」をお気に入りにしました。 http://t.co/ITVcE8Vyuu","2015-08-27 14:53 +0000","69.0","3.0","0.043478260869565216","0.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"636912234048843776","https://twitter.com/nandaka_furari/status/636912234048843776","https://t.co/XTQTmYQ9gE
冗談とかじゃなくほんとにどんどん恐ロシアになっていってるな…","2015-08-27 14:44 +0000","93.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"636907995281002496","https://twitter.com/nandaka_furari/status/636907995281002496","https://t.co/4HacT5YvtH
ガッシュ思い出した。","2015-08-27 14:27 +0000","32.0","1.0","0.03125","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"634709820721893377","https://twitter.com/nandaka_furari/status/634709820721893377","筋肉マッチョがまっぱで殴り合いとは…少年漫画ではそうは見れない素晴らしいものだった。＞錻力のアーチスト","2015-08-21 12:53 +0000","89.0","4.0","0.0449438202247191","0.0","0.0","0.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"633258513930715136","https://twitter.com/nandaka_furari/status/633258513930715136","前のパソコンからデータの移行を試みる。いつになったらパソコン替え作業終わるのか。","2015-08-17 12:46 +0000","70.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"632820250505953280","https://twitter.com/nandaka_furari/status/632820250505953280","スマフォでも未だに半角カナ使っているのって何か意味あるんだろうか。","2015-08-16 07:44 +0000","85.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"632515272277012481","https://twitter.com/nandaka_furari/status/632515272277012481","やっと何とかなったかな…","2015-08-15 11:32 +0000","77.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
