"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"550190664600662016","https://twitter.com/nandaka_furari/status/550190664600662016","こういうのもあるのか","2014-12-31 07:24 +0000","34.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"550050301265203200","https://twitter.com/nandaka_furari/status/550050301265203200","おはようございます…ていうか一睡もできなかった…","2014-12-30 22:06 +0000","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"549445789060055042","https://twitter.com/nandaka_furari/status/549445789060055042",".@Tadas2014 さんの「NASAで中国系はおろか韓国系アメリカ人も一切採用禁止になったというデマについて」をお気に入りにしました。 http://t.co/H9NVtxRM4s","2014-12-29 06:04 +0000","271.0","20.0","0.07380073800738007","1.0","0.0","0.0","1.0","18.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"549148267527688192","https://twitter.com/nandaka_furari/status/549148267527688192","vimでgroovy書くと除算があれだなあ。正規表現と混同するよう。しょうがないからdivメソッド使うしか。","2014-12-28 10:22 +0000","61.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"548772817819283456","https://twitter.com/nandaka_furari/status/548772817819283456",".@aqn_ さんの「フランスが日本を危険国指定した理由はヘイトスピーチや原発が原因？」をお気に入りにしました。 http://t.co/zou6UGAQe9","2014-12-27 09:30 +0000","61.0","4.0","0.06557377049180328","0.0","0.0","0.0","0.0","3.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"548712700461600769","https://twitter.com/nandaka_furari/status/548712700461600769",".@kob1171 さんの「イチロー靖国参拝とかいう胡散臭い記事が拡散されている件」をお気に入りにしました。 http://t.co/LAScJseVhk","2014-12-27 05:31 +0000","68.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"547272656811081728","https://twitter.com/nandaka_furari/status/547272656811081728","println([1])
v = [1]
println v
がよくて
println [1]
がダメな理由がよく分からない","2014-12-23 06:09 +0000","50.0","1.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"547266194948907008","https://twitter.com/nandaka_furari/status/547266194948907008","山本弘さんもツイッターやり始めたのね","2014-12-23 05:43 +0000","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"545926351157354496","https://twitter.com/nandaka_furari/status/545926351157354496","あ、これも来たのか
#絶版マンガ図書館 - フール・フール http://t.co/qpY8EcyzJj","2014-12-19 12:59 +0000","119.0","1.0","0.008403361344537815","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"545521038029627392","https://twitter.com/nandaka_furari/status/545521038029627392",".@super_haka さんの「北海道新聞の記事と取材を受けた側と」をお気に入りにしました。 http://t.co/u7knCgsfcw","2014-12-18 10:08 +0000","79.0","1.0","0.012658227848101266","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
