"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"903202028968488960","https://twitter.com/nandaka_furari/status/903202028968488960","こういうネタ画像はDOM改変してからスクショとかなんだろうか？でも画像はどうやるか…。
https://t.co/wG46EmFPQ9","2017-08-31 10:25 +0000","75.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902755415208886273","https://twitter.com/nandaka_furari/status/902755415208886273","冗談抜きに実際に転職したらすげー年収になりそう。","2017-08-30 04:50 +0000","45.0","1.0","0.022222222222222223","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902709506467012608","https://twitter.com/nandaka_furari/status/902709506467012608","早く警報を出そうとすると不正確になるのは仕方ないようだけど、改善はどうにもならんのかな。
https://t.co/Ev1lZ0jOI3","2017-08-30 01:48 +0000","45.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902551742885183488","https://twitter.com/nandaka_furari/status/902551742885183488","まあいいや。寝よ。","2017-08-29 15:21 +0000","41.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902544135650811904","https://twitter.com/nandaka_furari/status/902544135650811904","このツイートで疑問に思ったことの結論としては、双方とも詭弁を弄する詐術師という感じになった。当たってるかな。 https://t.co/lL4D7thLT1","2017-08-29 14:51 +0000","73.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902526389198307328","https://twitter.com/nandaka_furari/status/902526389198307328","FF外なのかｗ
https://t.co/w3I5Ygwsva","2017-08-29 13:40 +0000","101.0","1.0","0.009900990099009901","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902525544310358016","https://twitter.com/nandaka_furari/status/902525544310358016","そこっていうのは「北の脅威をいたずらに煽っている輩がいるのだろうか？」という部分。","2017-08-29 13:37 +0000","71.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902525327527755777","https://twitter.com/nandaka_furari/status/902525327527755777","批判を受けている感じのブログ記事
https://t.co/SGY5GtgLke
鳥越氏も信用に足る人物とは思わないが、騒ぎすぎという点は当たっていないか？まあ北の脅威は格段に上がり続けているはずだと思うのでそこはあまり賛同しないが。","2017-08-29 13:36 +0000","71.0","2.0","0.028169014084507043","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902524104896528385","https://twitter.com/nandaka_furari/status/902524104896528385","飛び越えたかどうかはあまり重要ではないけど、弾道ミサイルの技術をまた北朝鮮が進めたという危機感は必要なのかな。","2017-08-29 13:31 +0000","116.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902519958977921024","https://twitter.com/nandaka_furari/status/902519958977921024","しかし、やはりこういう政治だの国際情勢だのを語るには匿名アカウントでするに限るな。リアルでやってると面倒くさいバカ扱いを受ける可能性がある。","2017-08-29 13:15 +0000","69.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
